"","State","dtyear","Autumn_tminavg","Autumn_tmaxavg","Spring_tminavg","Spring_tmaxavg","Summer_tminavg","Summer_tmaxavg","Winter_tminavg","Winter_tmaxavg"
"1","ACT",2000,7.11304347826087,20.2934782608696,6.73846153846154,19.543956043956,11.921978021978,27.0131868131868,-0.467391304347826,12.4391304347826
"2","ACT",2001,5.2945652173913,20.6054347826087,5.31978021978022,20,13.2744444444444,28.8077777777778,0.152173913043478,13.5307692307692
"3","ACT",2002,6.6195652173913,21.2739130434783,5.91098901098901,22.1516483516484,12.56,27.2477777777778,-0.489130434782609,13.4989130434783
"4","ACT",2003,6.93152173913044,20.3597826086957,5.26593406593407,19.1582417582418,13.8733333333333,28.9088888888889,1.31413043478261,12.6978260869565
"5","ACT",2004,6.34130434782609,21.9010869565217,6.05934065934066,20.2362637362637,12.8186813186813,28.7967032967033,0.795652173913043,13.2967391304348
"6","ACT",2005,6.20760869565217,22.3608695652174,7.12857142857143,19.8,12.8822222222222,28.3277777777778,0.919565217391304,13.7076086956522
"7","ACT",2006,5.8195652173913,20.9641304347826,5.32197802197802,23.3747252747253,14.1744444444444,29.5044444444444,-0.352173913043478,13.3402173913043
"8","ACT",2007,7.89239130434783,21.9489130434783,6.77362637362637,21.8032967032967,13.6222222222222,28.5344444444444,1.54021739130435,12.6902173913043
"9","ACT",2008,5.05,20.9217391304348,6.13736263736264,21.5417582417582,12.4208791208791,26.3582417582418,0.68804347826087,13.0065217391304
"10","ACT",2009,7.19021739130435,20.9347826086957,6.80879120879121,21.7571428571429,12.7344444444444,29.5466666666667,1.6054347826087,13.2
"11","ACT",2010,6.84175824175824,20.85,6.55568181818182,19.4098901098901,13.8888888888889,27.98,0.0835164835164836,12.5934782608696
"12","ACT",2011,5.71739130434783,19.5945652173913,5.98131868131868,21.4076923076923,13.3766666666667,26.3455555555556,0.364130434782609,13.9728260869565
"13","ACT",2012,5.33804347826087,19.3130434782609,4.75164835164835,21.4120879120879,12.4714285714286,26.7593406593407,-0.323913043478261,13.1684782608696
"14","ACT",2013,5.55108695652174,21.7565217391304,4.80549450549451,21.8527472527473,12.7944444444444,29.4411111111111,1.87826086956522,14.0097826086957
"15","ACT",2014,7.43586956521739,20.5,6.09010989010989,22.7505494505494,12.7233333333333,29.5733333333333,0.63804347826087,13.2619565217391
"16","ACT",2015,6.27802197802198,20.6760869565217,6.88901098901099,22.4989010989011,12.8011111111111,28.2555555555556,-0.170652173913043,12.975
"17","ACT",2016,8.52717391304348,22.9760869565217,6.17362637362637,19.6912087912088,13.6043956043956,28.8318681318681,2.09891304347826,13.3413043478261
"18","ACT",2017,6.64565217391304,20.7532608695652,6.47362637362637,21.8769230769231,13.9044444444444,30.2566666666667,-1.01868131868132,13.4923913043478
"19","ACT",2018,7.09021739130435,22.9163043478261,6.53956043956044,21.7615384615385,13.7011111111111,30.0211111111111,0.270652173913043,13.4565217391304
"20","ACT",2019,7.60326086956522,21.7271739130435,5.94395604395604,23.0692307692308,14.6155555555556,31.8577777777778,0.234782608695652,13.970652173913
"21","New South Wales",2000,12.4800925925926,23.1728813559322,11.5120488052872,24.0283468559838,16.7266133333333,29.5877708978328,4.65626585489599,16.6661265822785
"22","New South Wales",2001,11.3762855716425,23.6794,10.5878466969239,23.5735249621785,18.0325102880658,31.0525773195876,5.08658354114713,17.4831752371443
"23","New South Wales",2002,11.8744659711873,24.6011952191235,11.4222166246851,26.1903371917464,16.8908859470468,29.8617811704835,4.36807768924303,18.1085657370518
"24","New South Wales",2003,11.8715205547301,23.4201089648341,10.1084295032614,23.6368658965344,18.492566191446,31.0752167261601,5.51253746253746,17.059779889945
"25","New South Wales",2004,11.3504218362283,24.5030784508441,10.8552380952381,24.2727819548872,17.8152644836272,30.7194360523666,4.87293120638086,17.1047357926221
"26","New South Wales",2005,11.7583042394015,25.0943556443556,11.7055752660922,24.1638438133874,17.188012295082,30.8690890481064,5.90502765208648,17.5281
"27","New South Wales",2006,10.5960139511709,24.0204193709436,11.4624621594349,25.9862468513854,18.5707708225556,31.2887855297158,4.66411411411411,17.1983016983017
"28","New South Wales",2007,13.0238568588469,25.0170804369414,11.5878542510121,25.0870820668693,18.1291152263374,30.2680226570546,5.14355,16.6621174109383
"29","New South Wales",2008,10.4988950276243,23.7063221274461,11.5833759590793,24.4287824758023,17.08726342711,28.7003562340967,5.13161580790395,16.7823030907278
"30","New South Wales",2009,12.0404191616766,24.0196322067594,12.046408839779,25.8413620430646,18.032277834525,30.8758286588475,5.96099397590361,17.8506012024048
"31","New South Wales",2010,12.0640961442163,24.0633100697906,11.3285861182519,22.5307459677419,17.9505443234837,29.499796437659,5.38077118214105,16.1407649723201
"32","New South Wales",2011,11.1189637305699,22.9904007916873,11.5010075566751,24.2202116935484,17.500262605042,29.1842559674962,5.31404466501241,17.4402770905492
"33","New South Wales",2012,10.770748636589,23.2288261515602,10.4770541082164,25.2993987975952,17.2466192170819,29.1981341401916,4.6690119760479,16.9846613545817
"34","New South Wales",2013,11.6102334823646,24.1981610337972,10.93515704154,26.0210631895687,17.8184357541899,31.0810248604769,6.01447041272999,17.9676251859197
"35","New South Wales",2014,12.7690535803706,24.5265336658354,11.657892082703,26.1586067642605,18.1758955987717,31.1656138563423,5.34778936910084,17.3157135753357
"36","New South Wales",2015,12.14158808933,23.7819127849356,12.0887749871861,25.7929707542329,17.9269938650307,30.363036809816,5.17191066997519,16.5026237623762
"37","New South Wales",2016,13.3766401590457,25.8718905472637,10.5294294294294,23.3936746987952,18.215202020202,31.0840645486636,6.42086223984143,16.7433878157504
"38","New South Wales",2017,12.4073339940535,24.2765841584158,11.5630315157579,25.3049,19.1369974554707,32.3416921508665,4.52233300099701,17.8136115250869
"39","New South Wales",2018,12.7,25.9243634548178,11.7885599598595,24.7113670505759,18.6422074603986,32.0517013712544,4.59815184815185,17.6907471548738
"40","New South Wales",2019,12.9905995934959,25.0882117882118,10.972885032538,25.7499736703528,19.3998406797663,33.2012396694215,5.33068552774755,17.8883163265306
"41","Northern Territory",2000,18.990782122905,29.4220385674931,20.2517906336088,33.5197802197802,23.5304709141274,33.6881868131868,12.1249315068493,27.1217983651226
"42","Northern Territory",2001,17.4547683923706,30.3397820163488,20.0728021978022,33.370523415978,23.6637883008357,34.2640668523677,12.3065217391304,27.0618528610354
"43","Northern Territory",2002,18.7222826086957,33.4684782608696,20.5826923076923,35.1502747252747,23.3891666666667,35.4355555555556,10.0757493188011,27.4402173913043
"44","Northern Territory",2003,18.6255434782609,32.2149456521739,20.5079889807163,34.6707988980716,23.6612813370474,34.725,12.4163043478261,27.7809782608696
"45","Northern Territory",2004,19.8190217391304,31.7722826086957,19.721546961326,34.4146408839779,23.7390581717452,35.2842105263158,11.9940054495913,27.1850543478261
"46","Northern Territory",2005,19.4432065217391,33.4138586956522,21.8005494505495,35.007967032967,23.6329608938547,36.1078212290503,13.3103825136612,27.4497267759563
"47","Northern Territory",2006,18.6627717391304,30.3038043478261,20.031043956044,35.0291208791209,24.2515320334262,35.5016713091922,10.798097826087,26.2809782608696
"48","Northern Territory",2007,20.35,32.3216066481994,20.1405027932961,34.5874651810585,23.9565826330532,35.4442577030812,11.1550964187328,25.6330578512397
"49","Northern Territory",2008,17.6005464480874,32.0549180327869,21.4315642458101,34.8819444444444,24.2429362880886,35.557182320442,11.9676880222841,26.9035812672176
"50","Northern Territory",2009,18.9089673913043,32.208152173913,20.5781767955801,35.0120879120879,23.4755681818182,34.5783707865169,13.2743869209809,28.6444141689373
"51","Northern Territory",2010,20.225068119891,31.1516304347826,19.8236914600551,32.102479338843,23.5320224719101,34.4859154929577,13.5252717391304,26.5866485013624
"52","Northern Territory",2011,17.3627717391304,29.0690217391304,19.8044077134986,33.4554945054945,23.4027777777778,34.1877777777778,10.94375,26.8391304347826
"53","Northern Territory",2012,17.8565217391304,30.1880108991826,19.9391666666667,35.1002770083103,23.6151098901099,36.218956043956,10.158583106267,26.6334239130435
"54","Northern Territory",2013,19.9505464480874,32.7980926430518,21.317032967033,35.5978021978022,24.0554317548747,36.3847222222222,13.6817934782609,28.4698369565217
"55","Northern Territory",2014,19.8279891304348,32.6258152173913,20.2476584022039,35.6230769230769,23.9225,34.5063888888889,11.1165760869565,26.8163043478261
"56","Northern Territory",2015,18.3967391304348,32.0576086956522,20.2233516483516,35.0239010989011,23.6384401114206,34.4480446927374,12.289402173913,27.454347826087
"57","Northern Territory",2016,20.9455040871935,33.8435967302452,20.4752112676056,34.0406685236769,24.1892561983471,35.6539944903581,13.8841961852861,28.0550408719346
"58","Northern Territory",2017,19.3201086956522,32.7893732970027,20.3206611570248,34.8193905817174,24.1166666666667,35.2195530726257,12.7595108695652,28.7328767123288
"59","Northern Territory",2018,18.9768392370572,32.7774456521739,21.1673184357542,35.1287709497207,24.8597222222222,36.7286908077994,11.7910081743869,28.1983606557377
"60","Northern Territory",2019,20.1828337874659,33.0280991735537,20.4044198895028,35.3558659217877,25.4608450704225,38.5481690140845,12.1554644808743,27.4285714285714
"61","Queensland",2000,18.6595871559633,28.5719298245614,17.9075925925926,30.5013856812933,22.0347805788982,32.0206074766355,10.4171559633028,24.2115048320295
"62","Queensland",2001,17.4592406221409,29.8643641354071,17.6528511821975,30.7638888888889,22.6744869402985,33.7236719478099,11.0766972477064,25.1029734675206
"63","Queensland",2002,17.8541838134431,30.5861799816345,17.9695591647332,32.1349613152805,22.8971305595409,34.5765045739047,10.4943000455996,25.0061159287996
"64","Queensland",2003,18.0814312441534,29.7219754253308,17.9498574144487,31.5969581749049,23.2718871595331,33.9978207033185,12.2159633027523,25.0847945205479
"65","Queensland",2004,18.4712442396313,30.0294983893235,17.907057195572,31.2470588235294,23.3398601398601,33.638385734397,10.5560730593607,25.0318223443223
"66","Queensland",2005,18.1165666820489,30.4079093432007,19.1913882352941,31.8259642521167,23.1527477689056,34.6202067669173,12.6975217989904,24.5633932687875
"67","Queensland",2006,18.2010194624652,29.029304029304,18.0050556586271,31.1684576192682,23.5025931164545,34.1529439472445,11.3828832951945,24.5628375286041
"68","Queensland",2007,19.1348267898383,30.8157749077491,18.383278993945,31.0498369818351,22.8925978987584,32.9953244274809,11.0458948339483,23.4205353022612
"69","Queensland",2008,16.2851357570179,29.0607635694572,18.8275,31.1529764651592,23.062546641791,33.1083837913367,11.5109324758842,24.2553939962477
"70","Queensland",2009,17.9887557603687,29.6686831084225,17.9557262569832,31.7538461538462,23.0117647058824,32.858807082945,11.7803211009174,25.9852391799544
"71","Queensland",2010,18.5208007363093,28.9154445462878,18.6199058823529,29.1189201661283,22.7873031026253,32.0912839737582,12.5681672025723,24.47899543379
"72","Queensland",2011,17.2123796423659,27.9783462768387,17.7959833795014,30.8449769585253,22.4237103644108,32.4320132013201,10.3329368709973,24.3440747493163
"73","Queensland",2012,17.3720494053065,28.6479414455627,17.3800461893764,31.4230023094688,22.4684088806661,33.6344095940959,10.7247375627567,24.0298357664234
"74","Queensland",2013,18.3341575091575,29.3664374140303,18.608072795147,32.5025,22.8645980253879,34.3514299109236,12.4234647112741,25.5203531598513
"75","Queensland",2014,18.9693607305936,30.0889293849658,18.1444597701149,32.0178472861086,23.2667760074977,33.7331603773585,11.3334092980857,24.5785910338518
"76","Queensland",2015,18.2734061930783,30.2760800363802,18.3496081143384,31.5468634686347,23.2081509082441,33.6123760037789,12.2518923848609,24.8873233014136
"77","Queensland",2016,19.9418795620438,31.1854537163703,18.0679307116105,30.5453785415699,23.3663573085847,34.4778908418131,13.1897260273973,24.4883593033914
"78","Queensland",2017,18.9144434222631,30.4233627496516,18.5976076555024,31.3264859724204,23.7212918660287,34.7816443594646,12.1375939849624,26.0251768033946
"79","Queensland",2018,18.5416471689284,30.0238139971818,18.5792220113852,31.921990521327,23.5502380952381,34.6234703632887,10.8065317387305,25.460929590428
"80","Queensland",2019,19.1225046210721,29.9322820037106,17.5934552454283,32.0944230769231,23.5267592149354,35.0968162083936,11.5932309169467,24.9974248927039
"81","South Australia",2000,12.2361063464837,23.4115286080273,11.8812829525483,24.0756544502618,17.0295592048401,30.560686695279,6.63542905692438,16.8912384161752
"82","South Australia",2001,10.8624891961971,23.4309482758621,10.3061457418788,21.8819213973799,17.0152482269504,30.5669014084507,6.95533562822719,17.1373379429559
"83","South Australia",2002,11.8555837563452,24.9711148648649,10.4395348837209,23.9811855670103,14.704963898917,28.517222723174,6.36967144060657,17.7637049455155
"84","South Australia",2003,10.9409282700422,23.4933445661331,10.3562012142238,23.137543554007,16.8939236111111,30.7193211488251,6.7904399323181,16.8571549534293
"85","South Australia",2004,11.3256128486898,24.0253592561285,10.7523156089194,24.0803938356164,15.675468483816,29.6622353937341,7.35872881355932,16.8821034775233
"86","South Australia",2005,12.0572030328559,25.4802698145025,11.1246587030717,23.6597612958227,15.3073212747631,29.6561962134251,7.32801687763713,17.6182967959528
"87","South Australia",2006,11.2408937605396,22.9599326599327,10.9656357388316,25.4288774635818,16.4488849241748,29.973487544484,5.56268907563025,17.1866722548198
"88","South Australia",2007,13.1081058020478,24.6360306643952,11.0367329299914,25.2518166089965,17.039092495637,30.9265911072363,5.84335016835017,17.2917508417508
"89","South Australia",2008,11.8155112651646,25.0174698795181,10.9907665505226,24.2818103448276,15.936433447099,28.9642857142857,6.28966101694915,16.413597972973
"90","South Australia",2009,11.7370245139476,23.3743676222597,11.8183533447684,24.785409556314,16.3073784722222,31.2397590361446,7.79283909014322,17.6800505050505
"91","South Australia",2010,12.489544688027,24.1291841883936,10.4507258753202,21.8625531914894,16.4347114556417,30.2683893195521,6.07840812870449,16.0495342929721
"92","South Australia",2011,11.550718512257,22.269386038688,11.3943172179813,24.2272727272727,16.9866086956522,30.1343154246101,7.00008403361345,17.6311764705882
"93","South Australia",2012,11.2220353238015,23.7715966386555,10.751186440678,25.2540220152413,16.4773424190801,30.1373401534527,5.86857142857143,16.6289915966387
"94","South Australia",2013,13.3550505050505,25.1025252525253,11.1576530612245,25.0083832335329,16.2856898029135,30.9755993150685,7.54488255033557,17.5509639564124
"95","South Australia",2014,12.8309304274937,24.4255230125523,11.2360306643952,25.9442470389171,16.5948051948052,30.6913344887348,6.38659966499162,17.2255443886097
"96","South Australia",2015,10.8994953742641,22.395202020202,11.5577608142494,25.6581494057725,16.7759211653813,31.4903004291846,6.40903010033445,16.452050209205
"97","South Australia",2016,13.0564231738035,24.6047858942066,9.68050847457627,22.5345731191885,16.3358732876712,30.1482020547945,6.88350083752094,16.8436454849498
"98","South Australia",2017,11.9731092436975,24.7139613120269,11.6969361702128,24.8483404255319,16.4319204152249,30.1461139896373,5.89738837405223,17.7049496644295
"99","South Australia",2018,12.2612331081081,25.2349915682968,10.272366148532,23.7271317829457,17.1591854419411,31.6493506493506,6.32419898819562,17.4195286195286
"100","South Australia",2019,11.8793367346939,24.5504664970314,10.2510748065348,24.998752228164,16.9169565217391,32.5681975736568,6.07327659574468,17.1221186440678
"101","Tasmania",2000,7.5986301369863,17.4133879781421,7.48983516483516,16.3351648351648,9.98128342245989,21.1735849056604,3.7775956284153,12.3231607629428
"102","Tasmania",2001,7.5169014084507,16.9232876712329,7.06,15.8909340659341,10.1798319327731,20.9679886685552,4.28583333333333,12.2138964577657
"103","Tasmania",2002,7.32896174863388,17.6044077134986,6.79478021978022,15.4611570247934,10.1790368271955,19.9070422535211,4.72349726775956,12.4553133514986
"104","Tasmania",2003,7.89182561307902,16.6542234332425,5.6439226519337,14.8198895027624,10.5137640449438,21.8139275766017,4.4,12.0679347826087
"105","Tasmania",2004,6.89808743169399,15.9513586956522,6.67305555555556,15.8618784530387,9.99016853932584,19.762258953168,3.57853260869565,11.2263586956522
"106","Tasmania",2005,7.44130434782609,16.7097826086957,7.36723646723647,16.3613888888889,10.6994413407821,20.1731843575419,4.5568306010929,12.5538888888889
"107","Tasmania",2006,6.36112676056338,15.836797752809,5.98983516483516,15.5557692307692,9.72191011235955,20.5612813370474,3.3239010989011,11.9412087912088
"108","Tasmania",2007,8.3850136239782,17.7283378746594,6.57285318559557,16.4186813186813,11.277374301676,21.8100278551532,2.9116847826087,11.2317934782609
"109","Tasmania",2008,7.13885869565217,17.3035326086957,6.55454545454545,15.6563186813187,9.59641873278237,20.3337912087912,3.08337874659401,11.7459239130435
"110","Tasmania",2009,7.92615803814714,16.3888283378747,7.12445054945055,16.1337912087912,9.8725,20.6425,4.74239130434783,11.7260869565217
"111","Tasmania",2010,8.18858695652174,17.7078804347826,6.60604395604396,15.3964285714286,10.315,20.9594444444444,3.18641304347826,12.1641304347826
"112","Tasmania",2011,7.32228260869565,16.1866847826087,6.68076923076923,16.1313186813187,10.3771587743733,20.1672222222222,4.37663043478261,11.9788043478261
"113","Tasmania",2012,8.22065217391304,16.8807065217391,6.60851648351648,16.0825966850829,10.8557692307692,21.1912087912088,3.49671232876712,11.633606557377
"114","Tasmania",2013,7.77853260869565,17.6678474114441,7.04945054945055,15.3483516483516,10.5361111111111,21.2155555555556,4.44592391304348,12.1326975476839
"115","Tasmania",2014,8.13668478260869,17.2861035422343,6.8728021978022,16.3759668508287,10.5433333333333,21.3513888888889,4.08858695652174,12.6461956521739
"116","Tasmania",2015,6.7116847826087,15.7448087431694,6.81895604395604,17.1297520661157,10.7491666666667,21.2315642458101,2.94196185286104,10.9547683923706
"117","Tasmania",2016,8.57228260869565,17.6713896457766,7.03296703296703,15.467679558011,11.4686813186813,21.4406593406593,4.58777173913044,12.045652173913
"118","Tasmania",2017,8.00163043478261,17.6980926430518,7.21928374655647,17.0223756906077,10.7222222222222,20.6470752089136,3.08913043478261,11.6945054945055
"119","Tasmania",2018,8.37677595628415,17.0622950819672,6.99639889196676,16.1284916201117,11.1593314763231,21.8162464985994,3.92970027247956,11.866757493188
"120","Tasmania",2019,7.78016304347826,17.2830601092896,6.13111111111111,16.014404432133,10.8773913043478,21.6507288629738,3.83351498637602,11.9745901639344
"121","Victoria",2000,10.6682417582418,21.1109409190372,9.80965593784684,20.1057395143488,14.1971111111111,27.1821309655938,5.4205268935236,14.4985745614035
"122","Victoria",2001,9.88457330415755,20.7601092896175,8.95286975717439,19.5511037527594,14.6538031319911,27.0004474272931,6.3602634467618,15.0320610687023
"123","Victoria",2002,10.4177242888403,21.6758469945355,8.74290429042904,21.2607929515419,13.2343082114736,25.4463524130191,5.46498353457739,15.310652173913
"124","Victoria",2003,10.342903930131,21.0002176278564,8.07865786578658,19.2197136563877,14.4977653631285,27.4628219484882,5.77072368421053,14.5456236323851
"125","Victoria",2004,9.60338058887677,21.0360174102285,9.03029966703663,20.1901548672566,13.2525852585259,25.6858085808581,5.93501094091904,14.4429978118162
"126","Victoria",2005,9.99923830250272,22.0468409586057,9.60198237885463,20.5585446527012,13.2819799777531,26.2605116796441,6.25239130434783,15.4534782608696
"127","Victoria",2006,9.58805309734513,20.3387168141593,8.37037861915367,21.6716666666667,14.0669282511211,27.0635650224215,4.86530837004405,14.8176211453744
"128","Victoria",2007,11.5847494553377,22.2177559912854,9.3602422907489,21.409592061742,15.3128491620112,27.777802690583,5.47284623773173,14.5382096069869
"129","Victoria",2008,9.9215451577802,21.6649619151251,8.92874449339207,21.1477398015436,13.9823399558499,25.5541620421754,5.8247546346783,14.4202835332606
"130","Victoria",2009,10.0370897155361,20.94704595186,10.0598459845985,21.7272527472527,13.9741935483871,27.764,6.39119565217391,15.2916304347826
"131","Victoria",2010,11.2488574537541,21.6673558215452,9.23033333333333,19.5231532524807,14.639488320356,26.8820912124583,5.32647058823529,14.0373638344227
"132","Victoria",2011,10.1187568157034,19.7711159737418,9.78136714443219,21.1565456545655,14.7931895573212,25.7870894677237,6.02133479212254,15.3337704918033
"133","Victoria",2012,10.1220524017467,20.5473282442748,9.04125412541254,21.0808580858086,14.570332187858,27.0641552511416,5.45603917301415,14.4101086956522
"134","Victoria",2013,10.8881263616558,21.9915938864629,9.25280898876404,20.7437219730942,14.389921612542,27.6496651785714,6.48300653594771,15.3122826086957
"135","Victoria",2014,11.5234972677596,21.664113785558,9.26044198895028,21.9295929592959,14.6620958751394,27.7327777777778,6.07699890470975,14.9497807017544
"136","Victoria",2015,9.80131004366812,20.2296943231441,9.76344206974128,22.3196868008949,15.1434977578475,27.8045758928571,5.42124863088719,13.7683114035088
"137","Victoria",2016,12.1158817086528,22.5225244831338,8.97539149888143,19.4646733111849,14.9320627802691,27.1180089485459,6.48138238573021,14.7004429678848
"138","Victoria",2017,11.1847176079734,21.8925110132159,9.77530864197531,21.705448354143,14.5171037628278,27.0437003405221,4.96052921719956,14.675797579758
"139","Victoria",2018,10.8662624035281,22.2461368653422,9.05372460496614,21.017094972067,15.7566742081448,28.3931073446328,5.47549234135667,14.8035049288061
"140","Victoria",2019,11.1573318632856,21.9984513274336,8.47934904601571,20.9149943630214,15.0429874572406,28.6567536889898,5.9343201754386,14.7916391639164
"141","Western Australia",2000,14.5437597911227,26.381742305686,13.2638655462185,27.7572627163083,19.2259259259259,32.0758711721225,8.56366475793857,21.1301661474559
"142","Western Australia",2001,14.5131879543094,27.8273482096523,12.9365828092243,26.3902617801047,18.5955944798301,31.279224229543,8.27592112091334,21.7317805383023
"143","Western Australia",2002,15.6335925349922,29.0730809128631,13.069343832021,27.9347848898216,18.5345338983051,32.1808893594494,8.45805282237183,21.9532884515795
"144","Western Australia",2003,15.7950802692905,28.5921842650104,13.2761256544503,27.1291251964379,19.0163308589608,32.8855026455026,8.89942975635044,21.3704816157431
"145","Western Australia",2004,14.7566321243523,27.5939865215137,13.2181961195595,27.3996853696906,19.3015191199581,33.0669460450498,8.96274001037883,20.9624870466321
"146","Western Australia",2005,16.802993697479,29.2062434417629,12.7269916142558,26.4626701570681,18.1793322734499,32.7668080593849,8.94220611082341,21.0122670807453
"147","Western Australia",2006,14.4373637778931,27.2545077720207,14.4439267015707,28.5115122972266,18.728014941302,31.6995742416179,7.95394190871369,22.1908385093168
"148","Western Australia",2007,15.1307650862069,27.8265868886576,13.439555790587,28.2502642706131,18.8649867374005,32.4998405951116,9.17539184952978,21.719363256785
"149","Western Australia",2008,14.982961038961,28.3796680497925,13.4604320337197,27.068387776607,19.2417862838915,32.5656629688325,8.10042149631191,21.2046572475144
"150","Western Australia",2009,14.6162034609334,28.3796335078534,13.3018489170629,27.7523734177215,19.4606741573034,33.6052127659574,9.35505967825636,21.4703838174274
"151","Western Australia",2010,15.5762586115527,28.5062863180137,13.3034773445732,27.9952631578947,19.5185007974482,33.4381914893617,8.7183800623053,21.2885832900882
"152","Western Australia",2011,15.3712845010616,27.7610026385224,13.2980104712042,27.1323036649215,20.1065370070232,32.5011898323418,9.33617021276596,21.6713025428127
"153","Western Australia",2012,14.5339896373057,28.4280165717245,13.7243358129649,28.3545550847458,19.6723739495798,32.9687368421053,8.27257142857143,21.9176867219917
"154","Western Australia",2013,16.0141509433962,28.294885177453,14.3388535031847,28.1809346787042,19.6748938428875,33.8165161975571,9.14861907243356,21.8799167533819
"155","Western Australia",2014,15.9406593406593,28.5513527575442,14.1090956887487,28.8163770405477,19.243179377014,33.0390243902439,8.94321503131524,22.2580982236155
"156","Western Australia",2015,14.8244675324675,26.9567792207792,14.373014203051,29.5106292966684,19.6963121325494,33.7696953500802,9.59896426721906,22.149792746114
"157","Western Australia",2016,16.1327433628319,28.0342515592516,12.7033001571503,27.3121196222455,19.2805174234425,32.6808645229309,9.20897235263432,20.7769953051643
"158","Western Australia",2017,14.8276617954071,28.2563579277865,14.0446570972887,28.0451303885045,18.9911780821918,32.313680781759,8.92003121748179,22.353023983316
"159","Western Australia",2018,15.3385617509119,29.3353033472803,13.4214628937533,27.6351075268817,19.2087096774194,32.5995708154506,8.73295336787565,21.5517205422315
"160","Western Australia",2019,14.9826568265683,28.7708002119767,13.6690036900369,29.545,19.4848435814455,34.7725447639718,8.85560747663551,22.18625
